input,output,original
"latest coronaviru respons updates, per presid trump: •travel suspend europ us next 30 day •new rule go effect friday midnight •exempt american undergon screen •restrict won’t appli uk",1,"Latest coronavirus response updates, per President Trump: •Travel suspended from Europe to the US for next 30 days •New rules go into effect Friday at midnight •Exemptions for Americans who have undergone screenings •Restrictions won’t apply to the UK"
"reaction president' address, thought econom impact #coronaviru “on ground” observ itali",1,"My reaction to the President's address, thoughts on the economic impact of the #coronavirus and some “on the ground” observations from Italy"
viru campaign trail lifetime. lower airlin ga prices?giv peopl paid leav work? make colleg campus revert onlin class month? corona tryna secur vote,1,This virus is on the campaign trail of a lifetime. Lowering airline and gas prices?Giving people paid leave from work? Making college campuses revert to online classes for a month? Corona is tryna secure your vote
idc one say nigga know make bread,1,Idc what no one says this nigga know how to make some bread
"mcconnel slam dem coronaviru bill ""ideolog wish list""",1,"McConnell Slams Dem Coronavirus Bill As ""Ideological Wish List"""
"pay attent informed. ignor bliss. dig deeper respond smarter contain #coronavirus. pray who’v infect implor organizations, school institut exhibit compass concern employe student",1,"Pay attention and be informed. Ignorance is not bliss. We can dig deeper and respond smarter to contain #Coronavirus. Praying for those who’ve been infected and imploring organizations, schools and institutions to exhibit compassion and concern for employees and students"
look like donovan mitchel got corona shit,1,So it looks like Donovan Mitchell got the corona shit too
corona target black women menstrual cycl,1,The corona is targeting black women menstrual cycles
famili touch coronaviru,1,Your family and you will not be touch by Coronavirus 
you’r thank donald trump charg tonight china viru outbreak joe biden,1,if you’re thankful Donald Trump is in charge tonight during this China Virus outbreak and NOT Joe Biden
"despit global fear coronavirus, 60,000 peopl contract diseas recovered. mild symptom rebound within two weeks, seriou ailment may improv six week",1,"Despite the global fears of coronavirus, more than 60,000 people who contracted the disease have recovered. Most have mild symptoms and rebound within two weeks, while those with more serious ailments may not improve for up to six weeks"
great time @joebiden bold endors univers basic incom stimulu trump remain incoher respons coronavirus. #covd19,1,Now is a great time for @JoeBiden to be bold and endorse a Universal Basic Income Stimulus while Trump remains incoherent in his response to the Coronavirus. #COVD19
"understand chines govern hate label ""wuhan virus,"" that' i'm go call",1,"I understand the Chinese government hates the label ""Wuhan Virus,"" so that's all I'm going to call it from now on"
"corp command confer held ghq chair coa review oper preparedness, situat along loc, nation security, afghan peac process situat regard coronaviru",1,"Corps Commander Conference held at GHQ chaired by COAS to review Operational Preparedness, situation along LoC, national security, Afghan peace process and situation regarding Coronavirus"
"light recent news re: covid-19/coronaviru outbreak world, pleas take hygien health seriously! here' short inform thread keep love one safe pandemic:",1,"in light of recent news re: covid-19/coronavirus outbreaks all over the world, please do take your hygiene and health seriously! here's a short informative thread on how to keep yourself and your loved ones safe from the pandemic:"
everi countri thing they'r time work?,1,Doesn't every country have to do the thing they're doing at the same time for it to work?
australia drive-thru coronaviru testing. south korea it. germani it. hell happen america?,1,Australia now has drive-thru coronavirus testing. South Korea has it. Germany has it. What the hell is happening in America?
"went seattle’ uw medic center ask much patient charg coronaviru test. $100-$500 insurance. $1,600 don’t",1,"Just went to Seattle’s UW Medical Center to ask how much patients are being charged for a coronavirus test. $100-$500 if they have insurance. $1,600 if they don’t"
cancel e3 caus know unhygien gamer woulda smell like spoil deli meat corona would evolv t-viru environment. smart move,1,They canceled E3 cause they know some unhygienic gamers woulda been in there smelling like spoiled deli meat and corona would have evolved into the T-Virus in that environment. Smart move
breaking: canadian prime minist justin trudeau self-isol work home wife test coronaviru,1,BREAKING: Canadian Prime Minister Justin Trudeau will self-isolate and work from home as his wife is being tested for coronavirus
"current take break fortnite. what’ go world right covid-19 coronaviru disease, can’t risk sit bu 99 complet stranger random places. i’ll let know decid next, hope get fix",1,"Currently taking a break from Fortnite. With what’s going on in the world right now with this COVID-19 or Coronavirus disease, I can’t risk sitting in a bus with 99 complete strangers from random places. I’ll let you know what I decide to do next, hopefully this gets fixed"
"feel like everi social circl right someon read coronaviru news china korea itali know what' come they'r charg gentli explain thing friend heard ""a bad flu"" three week ago check",1,"feel like every social circle right now has someone who has read all the coronavirus news out of China and Korea and Italy and knows what's coming and they're in charge of gently explaining things to all their friends who heard ""a bad flu"" three weeks ago and checked out"
we'r democrat socialist pandem,1,We're all democratic socialists in a pandemic
basic say armi effect condom parent used. interest,1,Basically saying ARMYs are more effective than the condom your parents used. Interesting
"tom hank cold, thought. u.s., symptom may enough get test coronavirus. australia, test free wide available, thank earli coordin plan pandem",1,"Tom Hanks had a cold, or so he thought. In the U.S., those symptoms may not be enough to get tested for the coronavirus. But in Australia, testing is free and widely available, thanks to early and coordinated planning for a pandemic"
"9am 12 march 2020, total 29,764 peopl tested: 29,174 neg 590 posit 8 patient test posit coronaviru sadli died. digit dashboard updat later today",1,"As of 9am 12 March 2020, a total of 29,764 people have been tested: 29,174 negative 590 positive 8 patients who tested positive for coronavirus have sadly died. The digital dashboard will be updated later today"
"spread coronaviru go get wors upcom months, seriou discuss among 30 nba owner toward cancel 2019-20 playoff award championship #1 seed tougher conference, lo angel laker",1,"With the spread of the Coronavirus only going to get worse in the upcoming months, there have been serious discussions among all 30 NBA owners towards cancelling the 2019-20 playoffs and awarding the championship to the #1 seed in the tougher conference, The Los Angeles Lakers"
break quarantin come work corona v sinc job won’t let us work home,1,Me breaking quarantine and coming to work with that Corona V since my job won’t let us work from home
"“just check see good, coronaviru stuff serious.....even nba said they’r done play games, exactli should’v done you. i’m need me. safe”",1,"“Just checking to see if you good, this coronavirus stuff is serious.....even the NBA said they’re done playing games, which is exactly what i should’ve done when i was with you. I’m here if you need me. Be safe”"
