,input,output
31477,wait vote count nlrb prepar first union starbuck unit state,1.0
31478,waitdid misread tom cotton say teacher also parent shouldnt abl teach realli disqualifi everi nun teach simpli new divis amp hate homophob slur lgbtq teacher,0.0
31479,wake come children,1.0
31480,wake fact peopl dont want free arent enough booster world biden fauci deem free fauci chang definit fulli vaccin includ booster shot post millenni,1.0
31481,wakefield standoff suspect claim part group call rise moor cb boston,2.0
31482,wake news naomi wolf account final suspend feel like christma morn,1.0
31483,walgreen 511 year old covid vaccin appoint,2.0
31484,walgreen respond farleft rep alexandria ocasiocortez dni downplay growth organ retail theft retail store nationwid say one top challeng retail pharmaci chain face,1.0
31485,walk polit ralli neighborhood presid biden left basketbal hoop,1.0
31486,walk car new albani found pictur stuck window undoubtedli home struck tornado rip kentucki last night hope find owner look like read gerti swatzel jd swatzel 1942 pl rt,1.0
31487,walk around kabul hard stare mood chang peopl sad angri blame us abandon countri war chao taliban,1.0
31488,walk dog bird poop shoulder say good luck happi friday tgif,1.0
31489,walk cat devast forest gypsi moth caterpillar damag revert tree earli april foliag stop mapl dislik oak eastern white pine love,1.0
31490,walk pick ballon dor like ballondor,0.0
31491,walkout wednesday protest mandatori shot organ walkoutwednesday area august 11 noon time zone walk noon august 11 gather outsid peac protest mandat,1.0
31492,wall honour vandalis ahead remembr day ceremoni rotari park,1.0
31493,wall honour vandal covid19 graffiti remembr day cranbrook,1.0
31494,wall wall stephen moor may job report part 2 oann gretalwal,1.0
31495,wallac book conspiraci lie realli dont take fox news seen tucker carlson show christi dont watch wallac awar christi realli,0.0
31496,walmart fire secur guard he shot,2.0
31497,walmart outright attack us senat stand american peopl 80 walmart supplier peopl republ china,2.0
31498,walmart launch program racial equiti institut 2018 train 1000 employe core principl critic race theori includ intersection intern racial oppressionand white antiracist develop,1.0
31499,wanna totalitarian deathsanti want spend million taxpay money creat state militia begin gqp red armi trumpsredarmi gqpdomesticterrorist demvoice1 onev1 fresh resistanceunit dems4usa,1.0
31500,wanna know someth crazi 500 billion trump go give black american biden give combat climat chang still mention lift everi voic plan millionth time icecub contact yet sigh,1.0
31501,wanna know peopl get covid even theyr fulli vaccin selfish motherfuck refus get fulli vaccin,2.0
31502,want liter receipt lincoln project know got cover,2.0
31503,want collaps societi afghan brought us offer free hous food stamp 2k check via breitbartnew,2.0
31504,want know derang australia becom look sheep cheer arrest freedomr protest mani peopl countri ducttap couch hung portrait suprem leader danandrew wall,1.0
31505,want know merck said shouldnt take drug ivermectin covid gener make new antivir pill treat covid month away hit market cash,1.0
31506,want see play game say support bill make sure never becom law 1sit month senat pass 2dont schedul vote media final start ask 3after pass hold hous senat cant act,0.0
31507,want hear directli despit fulli vaccin contract covid go abl fight next weekend prepar comeback everyth last month amp want thank everyon tremend support,2.0
31508,war peac freedom slaveri ignor strength penis individu rape woman,2.0
31509,warm wish whitehous,1.0
31510,warner bro televis mourn loss jame michael tyler belov actor integr part friend famili thought famili friend colleagu fan,1.0
31511,warner kain introduc redflag feder gun control chang mirror virginia law,2.0
31512,warn starvat humanitarian collaps dozen hous dem urg biden releas frozen afghan fund,2.0
31513,warn articl absolut heartbreak read peril infant death 1 52 report death among 30550 advers event record vaer children 17 year old decemb 3,1.0
31514,warrenschumerpressley pleas biden administr heed call extend paus student loan paymentsw continu call presid biden take execut action cancel 50000 student debt,1.0
31515,basic forc get vaccin im confus nflpa,1.0
31516,hope see sinc vax mandat announc vaccin rate far buzz requir help caus wellintend consid realworld percept mandat may polar carrotgtgtstick,1.0
31517,german bomb pearl harbor war iran,1.0
31518,sent embargo statement mcauliff loss ifwhen mcauliff lose havent quit seen anyth like there guidanc group believ offici call guess wasserman group pccc,1.0
31519,passiert wenn man mit zu wenig kräften polizeiberlin die lage fährt,2.0
31520,myocard thrombosi risk worth pfizer covid19 vaccin antibodi disappear mani 7 month small studi suggest,1.0
31521,two day notic implement mask mandat mayorbows could birthday parti absolut classic,1.0
31522,true sustain nationwid protest last summer well,2.0
31523,today patriot front parad fbi spend end year useitorloseit budget,1.0
31524,walk toward secur atlanta airport folk told stop walk unconfirm report activ shooter 5060 gather end airport calm 5 min everyon start run scream took train one stop north havent receiv info atl,0.0
31525,watch tv weve gone far opinion feel sorri children exposur everyth pervers everi kind screen mind boggl even tragic hype normal,1.0
31526,wear mask pump ga today 30 someth guy pull behind got said fuck sheep repli got,0.0
31527,wasabi live best life right wkcdogshow,0.0
31528,wash postabc poll show 67 worker arent selfemploy would respond workplac vaccin requir quit ask exempt quit deni,1.0
31529,washington dc never like take back seat petti tyrant cours regul almost bad mayor almost big hypocrit,1.0
31530,washington gov insle sign reform measur ban polic chokehold noknock warrant,2.0
31531,washington gov insle sign sweep polic reform measur,2.0
31532,washington governor call nation guard enforc vaccin mandat amp threaten crimin prosecut think religi object sincer religi belief word religi belief trial crimin case vaccin mandat,1.0
31533,washington post headlin portland mayor urg resid unmask rioter week violenc week portland sieg antifa rioter 11 month,2.0
31534,washington post knock white hous slipshod claim gop defund polic via nypost,2.0
31535,washington post publish fred ryan send urgent email nat sec advisor jake sullivan get 200 journalist post wsj ny time countri current danger need us govern get safeti,1.0
31536,washington post erik wempl said sunday cnn anchor chri cuomo loveathon interview brother governor andrew cuomo major black eye,1.0
31537,washington squar park reach new low drug dealer illeg sell weed tabl laden prerol joint jar pot washingtonsquarepark greenwichvillag articl drugdeal marijuana,2.0
31538,washington state governor jay insle move forward 40 million dollar covid19 relief fund illeg worker follow pressur immigr activist illeg key word,2.0
31539,washington state univers enter cooper agreement us agenc intern develop head new fiveyear 125 million global project better identifi prevent futur pandem wsu photo,1.0
31540,washington state univers lead 125 million usaid project detect emerg virus,1.0
31541,washington state never viabl footbal team continu legaci fire nick rolovich midseason wsu big shot arent smartfe em butch feed jay insle butch,1.0
31542,washington head coach jimmi lake suspend without pay arizona state game,1.0
31543,washington state trooper 22 year deliv emot signoff fire vaccin mandat gov jay insle kiss,1.0
31544,washington suprem court issu decis help protect peopl live vehicl tow case drew widespread attent amid seattl hous crisi,2.0
31545,washington dc meant place politician report went serv peopl unit state temporarilyand went back home control beast partisan report perman resid fight bigger feder govern,1.0
31546,wasnt scott mill lobster halloween didnt go show hope costum isnt jinx strictli strictlycomedanc,2.0
31547,wat een enorm opkomst op het malieveld nederland de coronamaatregelen spuugzat het vertrouwen rutt en de jong heeft een absoluut dieptepunt bereikt steed meer mensen zien dat hun verhaal niet klopt dat de logica ontbreekt en dat elk beloft wordt gebroken fvd,1.0
31548,watauga counti deputi kill second deputi shot standoff end overnight rip sgt chri ward prayer k9 deputi logan fox condit unknown bluelin backtheblu dog k9 polic militari warondrug livepd,2.0
31549,watch rebel news launch lawsuit vaccin mandat youtub,1.0
31550,watch joe biden drag kid,2.0
31551,watch live florida stand anoth unconstitut vaccin mandat biden administr,1.0
31552,watch live state board educ import keep critic race theori school,1.0
31553,watch governor ron desanti speak vaccin mandat,1.0
31554,watch tucker carlson liter laugh dc cop michael fanon say he left psycholog trauma emot anxieti capitol riot fanon nearli beaten death suffer heart attack truli sociopath behavior,2.0
31555,watch see octopu punch fish explor amp cognit research eduardo sampaio octoeduardo recent discoveri show octopus express novel behavior collabor hunt fish happi worldoctopusday,0.0
31556,watch health secretari sajidjavid persuad ski chief polit correspond joncraig get booster jab pair prepar interview st thoma hospit vaccin centr get live covid19 updat,1.0
31557,watch joe biden mr wear mask spit woman face,1.0
31558,watch historian dougla brinkley explain trump imbecil doesnt understand hitler bad,2.0
31559,watch live deliv remark evacu american citizen famili siv applic famili vulner afghan,1.0
31560,watch netflix gen z republican channel,0.0
31561,watch full clip q peopl island think parti summar view ppl spoke upset other think concern overblown sophist crowd quot stori,1.0
